Date,Is_Rebalance_Date,Scrip,Sector,Close,Price_252d_Ago,Price_50d_Ago,Price_20d_Ago,Return_252d_%,Return_50d_%,Return_20d_%,Rank_252d,Rank_50d,Rank_20d,Has_252d_Data,Combined_Score_%,Overall_Rank,In_Portfolio,Sharpe_252d,RSI_14,Volatility_%,EMA200,Above_EMA200
2025-07-08,,FINIETF,ETF - Fin Services Ex-Bank,30.69,,28.02,31.22,,9.53,-1.7,23,11,42,NO,3.92,27,,,,,,
2025-07-08,,AUTOBEES,ETF - Auto,243.78,,227.62,242.7,,7.1,0.44,16,23,24,NO,3.77,28,,,,,,
2025-07-08,,COMMOIETF,ETF - Commodities,91.0,,86.85,88.78,,4.78,2.5,18,34,3,NO,3.64,29,,,,,,
2025-07-08,,ESG,ETF - Nifty 100 ESG Sector Leaders,43.41,,41.17,42.63,,5.44,1.83,22,30,8,NO,3.64,30,,,,,,
2025-07-08,,MIDSMALL,ETF - MidSmallCap,50.64,,46.46,51.54,,9.0,-1.75,37,13,43,NO,3.63,31,,,,,,
2025-07-08,,CONSUMER,ETF - New Age Consumption,11.69,,10.94,11.66,,6.86,0.26,20,25,29,NO,3.56,32,,,,,,
2025-07-08,,MOM30IETF,ETF - Top 200,31.93,,29.68,32.17,,7.58,-0.75,40,20,39,NO,3.42,33,,,,,,
2025-07-08,,TOP10ADD,ETF - Top 10,100.63,,95.84,98.93,,5.0,1.72,49,33,9,NO,3.36,34,,,,,,
2025-07-08,,HDFCGROWTH,ETF - Nifty Growth Sectors 15,120.32,,115.0,117.88,,4.63,2.07,27,36,5,NO,3.35,35,,,,,,
2025-07-08,,LOWVOLIETF,ETF - Top 100,22.19,,21.27,21.75,,4.33,2.02,32,37,6,NO,3.17,36,,,,,,
2025-07-08,,CONSUMBEES,ETF - Consumption,130.79,,124.99,128.68,,4.64,1.64,19,35,11,NO,3.14,37,,,,,,
2025-07-08,,MOMENTUM50,ETF - Top 500,53.69,,49.66,54.81,,8.12,-2.04,41,18,46,NO,3.04,38,,,,,,
2025-07-08,,HEALTHIETF,ETF - Healthcare,148.93,,143.89,145.32,,3.5,2.48,28,41,4,NO,2.99,39,,,,,,
2025-07-08,,GROWWEV,ETF - EV and New Age Automotive,29.26,,27.24,29.75,,7.42,-1.65,25,21,41,NO,2.88,40,,,,,,
2025-07-08,,ABSLPSE,ETF - PSE,10.32,,9.81,10.27,,5.2,0.49,13,31,23,NO,2.84,41,,,,,,
2025-07-08,,GROWWRAIL,ETF - Railways PSU,38.34,,35.26,40.06,,8.74,-4.29,26,14,49,NO,2.22,42,,,,,,
2025-07-08,,DIVOPPBEES,ETF - Dividend Opportunities 50,79.74,,76.55,79.6,,4.17,0.18,21,38,32,NO,2.17,43,,,,,,
2025-07-08,,BFSI,ETF - Fin Services,27.8,,26.92,27.6,,3.27,0.72,17,42,21,NO,2.0,44,,,,,,
2025-07-08,,PVTBANIETF,ETF - Pvt Bank,28.34,,27.61,28.13,,2.64,0.75,47,43,20,NO,1.7,45,,,,,,
2025-07-08,,PHARMABEES,ETF - Pharma,22.66,,22.32,22.36,,1.52,1.34,46,46,12,NO,1.43,46,,,,,,
2025-07-08,,LTGILTBEES,ETF - Fixed Income,28.91,,28.55,28.82,,1.26,0.31,33,47,27,NO,0.79,47,,,,,,
2025-07-08,,LIQUIDCASE,ETF - Liquid Assets,109.38,,108.28,108.96,,1.02,0.39,31,48,25,NO,0.7,48,,,,,,
2025-07-08,,FMCGIETF,ETF - FMCG,59.22,,59.84,59.84,,-1.04,-1.04,24,49,40,NO,-1.04,49,,,,,,
2025-07-09,,GOLDBEES,ETF - GOLD,80.03,61.29,80.04,80.76,30.58,-0.01,-0.9,1,48,44,YES,9.89,1,YES,,,,,
2025-07-09,,SILVERBEES,ETF - SILVER,103.59,87.89,94.67,102.78,17.86,9.42,0.79,2,9,21,YES,9.36,2,YES,,,,,
2025-07-09,,HDFCSML250,ETF - SmallCap,178.87,176.63,157.17,176.05,1.27,13.81,1.6,7,3,9,YES,5.56,3,,,,,,
2025-07-09,,TNIDETF,ETF - Digital,94.14,87.76,86.96,93.65,7.27,8.26,0.52,5,15,26,YES,5.35,4,YES,,,,,
2025-07-09,,BANKBEES,ETF - Bank,588.14,543.38,566.83,579.35,8.24,3.76,1.52,4,41,12,YES,4.5,5,,,,,,
2025-07-09,,GILT5YBEES,ETF - Fixed Income,62.62,56.46,61.55,62.43,10.91,1.74,0.3,3,45,29,YES,4.32,6,,,,,,
2025-07-09,,NIFTYBEES,ETF - Top 50,286.5,270.53,271.91,281.87,5.9,5.37,1.64,6,30,7,YES,4.3,7,,,,,,
2025-07-09,,CPSEETF,ETF - CPSE,94.29,96.5,89.16,93.79,-2.29,5.75,0.53,9,29,25,YES,1.33,8,YES,,,,,
2025-07-09,,PSUBNKBEES,ETF - PSU Bank,78.99,80.93,74.42,79.24,-2.4,6.14,-0.32,10,27,36,YES,1.14,9,,,,,,
2025-07-09,,MNC,ETF - MNC,29.5,31.35,27.51,29.11,-5.9,7.23,1.34,12,21,14,YES,0.89,10,,,,,,
2025-07-09,,JUNIORBEES,ETF - Next 50,736.22,776.92,693.41,734.71,-5.24,6.17,0.21,11,26,31,YES,0.38,11,,,,,,
2025-07-09,,ICICIB22,ETF - Bharat 22 Index,110.39,112.93,106.38,111.8,-2.25,3.77,-1.26,8,40,46,YES,0.09,12,YES,,,,,
2025-07-09,,MODEFENCE,ETF - Defence,97.22,,79.92,96.61,,21.65,0.63,39,1,23,NO,11.14,13,,,,,,
2025-07-09,,MOCAPITAL,ETF - Capital Markets,45.92,,38.28,46.2,,19.96,-0.61,38,2,40,NO,9.68,14,,,,,,
2025-07-09,,SELECTIPO,ETF - BSE Select IPO,49.15,,44.42,48.78,,10.65,0.76,48,5,22,NO,5.7,15,,,,,,
2025-07-09,,INFRAIETF,ETF - Infrastructure,96.32,,89.57,93.69,,7.54,2.81,29,18,1,NO,5.17,16,,,,,,
2025-07-09,,MID150BEES,ETF - MidCap,225.36,,205.29,225.01,,9.78,0.16,36,8,32,NO,4.97,17,,,,,,
2025-07-09,,MULTICAP,ETF - Multicap,16.54,,15.21,16.35,,8.74,1.16,44,13,16,NO,4.95,18,,,,,,
2025-07-09,,FINIETF,ETF - Fin Services Ex-Bank,30.83,,28.0,30.92,,10.11,-0.29,23,6,35,NO,4.91,19,,,,,,
2025-07-09,,ALPHA,ETF - Alpha,50.77,,46.16,51.14,,9.99,-0.72,14,7,42,NO,4.63,20,,,,,,
2025-07-09,,MAKEINDIA,ETF - Manufacturing,147.43,,136.9,146.19,,7.69,0.85,34,17,20,NO,4.27,21,,,,,,
2025-07-09,,METALIETF,ETF - Metal,9.4,,8.62,9.46,,9.05,-0.63,35,11,41,NO,4.21,22,,,,,,
2025-07-09,,OILIETF,ETF - Oil and Gas,12.0,,11.26,11.81,,6.57,1.61,45,25,8,NO,4.09,23,,,,,,
2025-07-09,,AUTOBEES,ETF - Auto,244.5,,227.51,243.04,,7.47,0.6,16,19,24,NO,4.03,24,,,,,,
2025-07-09,,MIDSMALL,ETF - MidSmallCap,50.73,,46.64,51.14,,8.77,-0.8,37,12,43,NO,3.98,25,,,,,,
2025-07-09,,AONETOTAL,ETF - Top 750,11.91,,11.15,11.78,,6.82,1.1,15,24,17,NO,3.96,26,,,,,,
2025-07-09,,ITBEES,ETF - IT,42.04,,38.78,42.25,,8.41,-0.5,30,14,39,NO,3.95,27,,,,,,
2025-07-09,,MSCIINDIA,ETF - MSCI India Index,30.29,,28.62,29.83,,5.84,1.54,43,28,10,NO,3.69,28,,,,,,
2025-07-09,,CONSUMER,ETF - New Age Consumption,11.7,,10.93,11.67,,7.04,0.26,20,22,30,NO,3.65,29,,,,,,
2025-07-09,,CONSUMBEES,ETF - Consumption,131.02,,124.64,128.49,,5.12,1.97,19,33,4,NO,3.54,30,,,,,,
2025-07-09,,MOMENTUM50,ETF - Top 500,53.88,,49.93,54.38,,7.91,-0.92,41,16,45,NO,3.5,31,,,,,,
2025-07-09,,LOWVOLIETF,ETF - Top 100,22.19,,21.18,21.74,,4.77,2.07,32,36,2,NO,3.42,32,,,,,,
2025-07-09,,HDFCGROWTH,ETF - Nifty Growth Sectors 15,120.5,,114.93,118.24,,4.85,1.91,27,35,5,NO,3.38,33,,,,,,
2025-07-09,,ESG,ETF - Nifty 100 ESG Sector Leaders,43.3,,41.16,42.65,,5.2,1.52,22,32,11,NO,3.36,34,,,,,,
2025-07-09,,COMMOIETF,ETF - Commodities,90.67,,86.37,89.15,,4.98,1.7,18,34,6,NO,3.34,35,,,,,,
2025-07-09,,MOM30IETF,ETF - Top 200,31.97,,29.9,32.1,,6.92,-0.4,40,23,37,NO,3.26,36,,,,,,
2025-07-09,,HEALTHIETF,ETF - Healthcare,148.65,,142.89,145.76,,4.03,1.98,28,39,3,NO,3.01,37,,,,,,
2025-07-09,,MOREALTY,ETF - Realty,96.84,,86.93,102.41,,11.4,-5.44,42,4,49,NO,2.98,38,,,,,,
2025-07-09,,GROWWEV,ETF - EV and New Age Automotive,29.26,,27.24,29.79,,7.42,-1.78,25,20,47,NO,2.82,39,,,,,,
2025-07-09,,GROWWRAIL,ETF - Railways PSU,38.4,,35.18,39.92,,9.15,-3.81,26,10,48,NO,2.67,40,,,,,,
2025-07-09,,ABSLPSE,ETF - PSE,10.31,,9.8,10.3,,5.2,0.1,13,31,34,NO,2.65,41,,,,,,
2025-07-09,,TOP10ADD,ETF - Top 10,100.26,,96.23,99.2,,4.19,1.07,49,38,18,NO,2.63,42,,,,,,
2025-07-09,,BFSI,ETF - Fin Services,27.87,,26.88,27.52,,3.68,1.27,17,42,15,NO,2.48,43,,,,,,
2025-07-09,,PVTBANIETF,ETF - Pvt Bank,28.41,,27.53,28.01,,3.2,1.43,47,43,13,NO,2.31,44,,,,,,
2025-07-09,,DIVOPPBEES,ETF - Dividend Opportunities 50,79.71,,76.41,80.07,,4.32,-0.45,21,37,38,NO,1.93,45,,,,,,
2025-07-09,,PHARMABEES,ETF - Pharma,22.67,,22.16,22.47,,2.3,0.89,46,44,19,NO,1.6,46,,,,,,
2025-07-09,,LTGILTBEES,ETF - Fixed Income,28.9,,28.6,28.8,,1.05,0.35,33,46,28,NO,0.7,47,,,,,,
2025-07-09,,LIQUIDCASE,ETF - Liquid Assets,109.39,,108.29,108.98,,1.02,0.38,31,47,27,NO,0.7,48,,,,,,
2025-07-09,,FMCGIETF,ETF - FMCG,59.51,,59.61,59.45,,-0.17,0.1,24,49,33,NO,-0.03,49,,,,,,
2025-07-10,,GOLDBEES,ETF - GOLD,80.71,61.48,79.09,81.39,31.28,2.05,-0.84,1,44,47,YES,10.83,1,YES,,,,,
2025-07-10,,SILVERBEES,ETF - SILVER,103.71,88.68,91.62,102.06,16.95,13.2,1.62,2,4,22,YES,10.59,2,YES,,,,,
2025-07-10,,HDFCSML250,ETF - SmallCap,178.72,178.19,154.37,174.0,0.3,15.77,2.71,7,3,5,YES,6.26,3,,,,,,
2025-07-10,,TNIDETF,ETF - Digital,93.86,87.52,86.93,92.58,7.24,7.97,1.38,5,16,28,YES,5.53,4,YES,,,,,
2025-07-10,,BANKBEES,ETF - Bank,585.94,539.6,564.06,575.33,8.59,3.88,1.84,4,40,20,YES,4.77,5,,,,,,
2025-07-10,,GILT5YBEES,ETF - Fixed Income,62.66,56.48,61.74,62.35,10.94,1.49,0.5,3,46,36,YES,4.31,6,,,,,,
2025-07-10,,NIFTYBEES,ETF - Top 50,285.16,270.53,271.99,278.95,5.41,4.84,2.23,6,33,10,YES,4.16,7,,,,,,
2025-07-10,,PSUBNKBEES,ETF - PSU Bank,78.4,81.89,72.77,78.31,-4.26,7.74,0.11,9,17,43,YES,1.2,8,,,,,,
2025-07-10,,MNC,ETF - MNC,29.53,31.47,27.51,28.84,-6.16,7.34,2.39,11,21,8,YES,1.19,9,,,,,,
2025-07-10,,CPSEETF,ETF - CPSE,93.69,98.29,88.63,92.48,-4.68,5.71,1.31,10,28,29,YES,0.78,10,YES,,,,,
2025-07-10,,JUNIORBEES,ETF - Next 50,734.53,783.17,688.48,723.47,-6.21,6.69,1.53,12,26,23,YES,0.67,11,,,,,,
2025-07-10,,ICICIB22,ETF - Bharat 22 Index,110.14,114.46,105.88,109.93,-3.77,4.02,0.19,8,39,42,YES,0.15,12,YES,,,,,
2025-07-10,,MOCAPITAL,ETF - Capital Markets,45.86,,37.53,44.84,,22.2,2.27,38,1,9,NO,12.24,13,,,,,,
2025-07-10,,MODEFENCE,ETF - Defence,95.23,,78.11,94.88,,21.92,0.37,39,2,39,NO,11.14,14,,,,,,
2025-07-10,,SELECTIPO,ETF - BSE Select IPO,49.42,,44.06,47.84,,12.17,3.3,48,5,2,NO,7.73,15,,,,,,
2025-07-10,,FINIETF,ETF - Fin Services Ex-Bank,30.84,,27.57,30.38,,11.86,1.51,23,6,24,NO,6.69,16,,,,,,
2025-07-10,,ALPHA,ETF - Alpha,50.55,,45.74,49.98,,10.52,1.14,14,8,31,NO,5.83,17,,,,,,
2025-07-10,,MID150BEES,ETF - MidCap,224.77,,203.92,221.65,,10.22,1.41,36,9,26,NO,5.82,18,,,,,,
2025-07-10,,METALIETF,ETF - Metal,9.44,,8.57,9.33,,10.15,1.18,35,11,30,NO,5.67,19,,,,,,
2025-07-10,,MULTICAP,ETF - Multicap,16.49,,15.13,16.15,,8.99,2.11,44,13,14,NO,5.55,20,,,,,,
2025-07-10,,INFRAIETF,ETF - Infrastructure,96.01,,89.72,92.46,,7.01,3.84,29,24,1,NO,5.43,21,,,,,,
2025-07-10,,MIDSMALL,ETF - MidSmallCap,50.54,,45.99,50.25,,9.89,0.58,37,12,35,NO,5.24,22,,,,,,
2025-07-10,,AUTOBEES,ETF - Auto,244.37,,227.15,239.05,,7.58,2.23,16,19,11,NO,4.9,23,,,,,,
2025-07-10,,CONSUMER,ETF - New Age Consumption,11.69,,10.87,11.45,,7.54,2.1,20,20,15,NO,4.82,24,,,,,,
2025-07-10,,OILIETF,ETF - Oil and Gas,11.98,,11.24,11.63,,6.58,3.01,45,27,4,NO,4.8,25,,,,,,
2025-07-10,,GROWWRAIL,ETF - Railways PSU,38.41,,34.58,39.0,,11.08,-1.51,26,7,48,NO,4.78,26,,,,,,
2025-07-10,,AONETOTAL,ETF - Top 750,11.89,,11.08,11.65,,7.31,2.06,15,22,16,NO,4.69,27,,,,,,
2025-07-10,,MAKEINDIA,ETF - Manufacturing,146.55,,136.72,143.78,,7.19,1.93,34,23,18,NO,4.56,28,,,,,,
2025-07-10,,COMMOIETF,ETF - Commodities,90.67,,86.26,87.96,,5.11,3.08,18,30,3,NO,4.1,29,,,,,,
2025-07-10,,ITBEES,ETF - IT,41.79,,38.6,41.86,,8.26,-0.17,30,14,45,NO,4.05,30,,,,,,
2025-07-10,,GROWWEV,ETF - EV and New Age Automotive,29.32,,27.09,29.45,,8.23,-0.44,25,15,46,NO,3.9,31,,,,,,
2025-07-10,,MOM30IETF,ETF - Top 200,31.84,,29.77,31.63,,6.95,0.66,40,25,34,NO,3.81,32,,,,,,
2025-07-10,,ESG,ETF - Nifty 100 ESG Sector Leaders,43.2,,41.16,42.14,,4.96,2.52,22,32,7,NO,3.74,33,,,,,,
2025-07-10,,MOMENTUM50,ETF - Top 500,53.5,,49.73,53.57,,7.58,-0.13,41,18,44,NO,3.73,34,,,,,,
2025-07-10,,MOREALTY,ETF - Realty,97.3,,88.31,100.32,,10.18,-3.01,42,10,49,NO,3.58,35,,,,,,
2025-07-10,,MSCIINDIA,ETF - MSCI India Index,30.06,,28.61,29.51,,5.07,1.86,43,31,19,NO,3.47,36,,,,,,
2025-07-10,,CONSUMBEES,ETF - Consumption,130.16,,124.83,126.95,,4.27,2.53,19,35,6,NO,3.4,37,,,,,,
2025-07-10,,ABSLPSE,ETF - PSE,10.26,,9.74,10.12,,5.34,1.38,13,29,27,NO,3.36,38,,,,,,
2025-07-10,,HDFCGROWTH,ETF - Nifty Growth Sectors 15,119.96,,114.92,117.48,,4.39,2.11,27,34,13,NO,3.25,39,,,,,,
2025-07-10,,LOWVOLIETF,ETF - Top 100,22.12,,21.23,21.64,,4.19,2.22,32,36,12,NO,3.21,40,,,,,,
2025-07-10,,BFSI,ETF - Fin Services,27.84,,26.74,27.31,,4.11,1.94,17,37,17,NO,3.03,41,,,,,,
2025-07-10,,PVTBANIETF,ETF - Pvt Bank,28.26,,27.45,27.77,,2.95,1.76,47,43,21,NO,2.36,42,,,,,,
2025-07-10,,HEALTHIETF,ETF - Healthcare,147.94,,143.45,145.88,,3.13,1.41,28,42,25,NO,2.27,43,,,,,,
2025-07-10,,DIVOPPBEES,ETF - Dividend Opportunities 50,79.15,,76.06,78.91,,4.06,0.3,21,38,40,NO,2.18,44,,,,,,
2025-07-10,,TOP10ADD,ETF - Top 10,99.48,,96.45,98.36,,3.14,1.14,49,41,32,NO,2.14,45,,,,,,
2025-07-10,,PHARMABEES,ETF - Pharma,22.56,,22.2,22.46,,1.62,0.45,46,45,37,NO,1.03,46,,,,,,
2025-07-10,,LIQUIDCASE,ETF - Liquid Assets,109.41,,108.33,108.99,,1.0,0.39,31,47,38,NO,0.69,47,,,,,,
2025-07-10,,LTGILTBEES,ETF - Fixed Income,28.88,,28.62,28.81,,0.91,0.24,33,48,41,NO,0.58,48,,,,,,
2025-07-10,,FMCGIETF,ETF - FMCG,59.15,,59.52,58.7,,-0.62,0.77,24,49,33,NO,0.07,49,,,,,,
2025-07-11,,SILVERBEES,ETF - SILVER,106.69,89.44,91.52,103.71,19.29,16.58,2.87,2,3,3,YES,12.91,1,YES,,,,,
2025-07-11,,GOLDBEES,ETF - GOLD,81.15,61.57,78.38,83.13,31.8,3.53,-2.38,1,41,47,YES,10.98,2,YES,,,,,
2025-07-11,,HDFCSML250,ETF - SmallCap,177.23,178.32,153.98,172.96,-0.61,15.1,2.47,7,4,6,YES,5.65,3,,,,,,
2025-07-11,,BANKBEES,ETF - Bank,583.92,537.7,563.69,569.14,8.6,3.59,2.6,4,39,4,YES,4.93,4,,,,,,
2025-07-11,,GILT5YBEES,ETF - Fixed Income,62.74,56.45,61.73,62.29,11.14,1.64,0.72,3,46,35,YES,4.5,5,,,,,,
2025-07-11,,TNIDETF,ETF - Digital,92.64,87.76,86.36,92.05,5.56,7.27,0.64,5,16,37,YES,4.49,6,YES,,,,,
2025-07-11,,NIFTYBEES,ETF - Top 50,283.11,270.04,271.77,277.1,4.84,4.17,2.17,6,34,13,YES,3.73,7,,,,,,
2025-07-11,,PSUBNKBEES,ETF - PSU Bank,78.23,81.05,72.57,77.42,-3.48,7.8,1.05,8,15,28,YES,1.79,8,,,,,,
2025-07-11,,MNC,ETF - MNC,29.51,31.54,27.36,28.79,-6.44,7.86,2.5,11,14,5,YES,1.31,9,,,,,,
2025-07-11,,CPSEETF,ETF - CPSE,93.32,99.58,87.84,92.64,-6.29,6.24,0.73,10,21,33,YES,0.23,10,YES,,,,,
2025-07-11,,JUNIORBEES,ETF - Next 50,728.58,783.92,687.1,718.0,-7.06,6.04,1.47,12,23,23,YES,0.15,11,,,,,,
2025-07-11,,ICICIB22,ETF - Bharat 22 Index,109.75,115.52,105.8,109.08,-4.99,3.73,0.61,9,38,38,YES,-0.22,12,YES,,,,,
2025-07-11,,MOCAPITAL,ETF - Capital Markets,44.97,,36.93,44.55,,21.77,0.94,38,1,31,NO,11.36,13,,,,,,
2025-07-11,,MODEFENCE,ETF - Defence,93.52,,77.15,96.47,,21.22,-3.06,39,2,48,NO,9.08,14,,,,,,
2025-07-11,,SELECTIPO,ETF - BSE Select IPO,48.96,,43.92,47.93,,11.48,2.15,48,5,14,NO,6.81,15,,,,,,
2025-07-11,,METALIETF,ETF - Metal,9.4,,8.53,9.25,,10.2,1.62,35,9,20,NO,5.91,16,,,,,,
2025-07-11,,FINIETF,ETF - Fin Services Ex-Bank,30.47,,27.61,30.19,,10.36,0.93,23,7,32,NO,5.64,17,,,,,,
2025-07-11,,ALPHA,ETF - Alpha,50.12,,45.35,49.79,,10.52,0.66,14,6,36,NO,5.59,18,,,,,,
2025-07-11,,MID150BEES,ETF - MidCap,222.96,,203.43,220.81,,9.6,0.97,36,10,30,NO,5.29,19,,,,,,
2025-07-11,,MULTICAP,ETF - Multicap,16.34,,15.13,16.07,,8.0,1.68,44,13,19,NO,4.84,20,,,,,,
2025-07-11,,MIDSMALL,ETF - MidSmallCap,50.09,,45.74,50.08,,9.51,0.02,37,11,41,NO,4.77,21,,,,,,
2025-07-11,,GROWWRAIL,ETF - Railways PSU,38.11,,34.54,38.42,,10.34,-0.81,26,8,44,NO,4.76,22,,,,,,
2025-07-11,,INFRAIETF,ETF - Infrastructure,95.0,,89.86,91.8,,5.72,3.49,29,28,1,NO,4.6,23,,,,,,
2025-07-11,,MAKEINDIA,ETF - Manufacturing,145.52,,135.93,143.57,,7.06,1.36,34,17,24,NO,4.21,24,,,,,,
2025-07-11,,CONSUMER,ETF - New Age Consumption,11.56,,10.87,11.39,,6.35,1.49,20,20,22,NO,3.92,25,,,,,,
2025-07-11,,COMMOIETF,ETF - Commodities,90.02,,85.94,87.36,,4.75,3.04,18,29,2,NO,3.9,26,,,,,,
2025-07-11,,AONETOTAL,ETF - Top 750,11.8,,11.14,11.6,,5.92,1.72,15,26,17,NO,3.82,27,,,,,,
2025-07-11,,ABSLPSE,ETF - PSE,10.26,,9.69,10.09,,5.88,1.68,13,27,18,NO,3.78,28,,,,,,
2025-07-11,,OILIETF,ETF - Oil and Gas,11.84,,11.33,11.56,,4.5,2.42,45,30,8,NO,3.46,29,,,,,,
2025-07-11,,AUTOBEES,ETF - Auto,240.41,,226.87,238.68,,5.97,0.72,16,24,34,NO,3.35,30,,,,,,
2025-07-11,,LOWVOLIETF,ETF - Top 100,22.03,,21.13,21.54,,4.26,2.27,32,32,10,NO,3.27,31,,,,,,
2025-07-11,,GROWWEV,ETF - EV and New Age Automotive,29.06,,27.21,29.17,,6.8,-0.38,25,19,43,NO,3.21,32,,,,,,
2025-07-11,,MSCIINDIA,ETF - MSCI India Index,29.8,,28.57,29.28,,4.31,1.78,43,31,15,NO,3.04,33,,,,,,
2025-07-11,,MOMENTUM50,ETF - Top 500,52.97,,49.53,53.44,,6.95,-0.88,41,18,45,NO,3.03,34,,,,,,
2025-07-11,,CONSUMBEES,ETF - Consumption,129.02,,124.34,126.16,,3.76,2.27,19,36,11,NO,3.02,35,,,,,,
2025-07-11,,MOM30IETF,ETF - Top 200,31.5,,29.7,31.6,,6.06,-0.32,40,22,42,NO,2.87,36,,,,,,
2025-07-11,,BFSI,ETF - Fin Services,27.69,,26.83,27.03,,3.21,2.44,17,42,7,NO,2.82,37,,,,,,
2025-07-11,,HDFCGROWTH,ETF - Nifty Growth Sectors 15,119.66,,114.96,118.2,,4.09,1.24,27,35,26,NO,2.66,38,,,,,,
2025-07-11,,ESG,ETF - Nifty 100 ESG Sector Leaders,42.66,,41.19,41.93,,3.57,1.74,22,40,16,NO,2.65,39,,,,,,
2025-07-11,,DIVOPPBEES,ETF - Dividend Opportunities 50,79.2,,76.01,78.4,,4.2,1.02,21,33,29,NO,2.61,40,,,,,,
2025-07-11,,MOREALTY,ETF - Realty,96.31,,87.97,100.64,,9.48,-4.3,42,12,49,NO,2.59,41,,,,,,
2025-07-11,,PVTBANIETF,ETF - Pvt Bank,28.18,,27.4,27.57,,2.85,2.21,47,44,12,NO,2.53,42,,,,,,
2025-07-11,,HEALTHIETF,ETF - Healthcare,147.99,,142.64,146.1,,3.75,1.29,28,37,25,NO,2.52,43,,,,,,
2025-07-11,,PHARMABEES,ETF - Pharma,22.75,,22.09,22.4,,2.99,1.56,46,43,21,NO,2.28,44,,,,,,
2025-07-11,,ITBEES,ETF - IT,41.02,,38.72,41.92,,5.94,-2.15,30,25,46,NO,1.9,45,,,,,,
2025-07-11,,TOP10ADD,ETF - Top 10,98.81,,96.62,97.74,,2.27,1.09,49,45,27,NO,1.68,46,,,,,,
2025-07-11,,FMCGIETF,ETF - FMCG,59.5,,59.36,58.11,,0.24,2.39,24,49,9,NO,1.31,47,,,,,,
2025-07-11,,LIQUIDCASE,ETF - Liquid Assets,109.46,,108.38,109.04,,1.0,0.39,31,47,40,NO,0.69,48,,,,,,
2025-07-11,,LTGILTBEES,ETF - Fixed Income,28.89,,28.67,28.75,,0.77,0.49,33,48,39,NO,0.63,49,,,,,,
2025-07-14,,SILVERBEES,ETF - SILVER,110.02,89.86,91.41,103.57,22.43,20.36,6.23,2,2,1,YES,16.34,1,YES,,,,,
2025-07-14,,GOLDBEES,ETF - GOLD,81.88,61.38,79.58,83.09,33.4,2.89,-1.46,1,40,44,YES,11.61,2,YES,,,,,
2025-07-14,,HDFCSML250,ETF - SmallCap,178.97,178.15,156.16,174.09,0.46,14.61,2.8,7,4,2,YES,5.96,3,,,,,,
2025-07-14,,BANKBEES,ETF - Bank,584.64,538.92,562.35,573.98,8.48,3.96,1.86,4,30,9,YES,4.77,4,,,,,,
2025-07-14,,GILT5YBEES,ETF - Fixed Income,62.66,56.48,61.76,62.32,10.94,1.46,0.55,3,45,32,YES,4.31,5,,,,,,
2025-07-14,,TNIDETF,ETF - Digital,92.82,88.02,87.56,93.52,5.45,6.01,-0.75,5,16,42,YES,3.57,6,YES,,,,,
2025-07-14,,NIFTYBEES,ETF - Top 50,282.71,271.38,274.39,279.7,4.17,3.03,1.08,6,35,21,YES,2.76,7,,,,,,
2025-07-14,,PSUBNKBEES,ETF - PSU Bank,78.88,81.89,72.86,77.66,-3.68,8.26,1.57,8,11,12,YES,2.05,8,,,,,,
2025-07-14,,MNC,ETF - MNC,29.53,31.57,27.61,28.93,-6.46,6.95,2.07,10,15,7,YES,0.86,9,,,,,,
2025-07-14,,JUNIORBEES,ETF - Next 50,731.92,787.07,698.39,722.76,-7.01,4.8,1.27,12,24,20,YES,-0.31,10,,,,,,
2025-07-14,,CPSEETF,ETF - CPSE,93.4,99.86,88.25,93.82,-6.47,5.84,-0.45,11,17,40,YES,-0.36,11,YES,,,,,
2025-07-14,,ICICIB22,ETF - Bharat 22 Index,109.68,116.38,106.72,109.91,-5.76,2.77,-0.21,9,42,37,YES,-1.06,12,YES,,,,,
2025-07-14,,MOCAPITAL,ETF - Capital Markets,45.51,,37.71,45.11,,20.68,0.89,38,1,28,NO,10.79,13,,,,,,
2025-07-14,,SELECTIPO,ETF - BSE Select IPO,49.36,,44.64,48.13,,10.57,2.56,48,5,3,NO,6.56,14,,,,,,
2025-07-14,,MODEFENCE,ETF - Defence,92.48,,78.75,96.91,,17.43,-4.57,39,3,47,NO,6.43,15,,,,,,
2025-07-14,,METALIETF,ETF - Metal,9.44,,8.6,9.35,,9.77,0.96,35,7,23,NO,5.37,16,,,,,,
2025-07-14,,ALPHA,ETF - Alpha,50.5,,46.05,50.04,,9.66,0.92,14,8,26,NO,5.29,17,,,,,,
2025-07-14,,MID150BEES,ETF - MidCap,224.34,,206.37,222.4,,8.71,0.87,36,9,29,NO,4.79,18,,,,,,
2025-07-14,,MULTICAP,ETF - Multicap,16.41,,15.28,16.16,,7.4,1.55,44,14,14,NO,4.47,19,,,,,,
2025-07-14,,FINIETF,ETF - Fin Services Ex-Bank,30.46,,28.11,30.51,,8.36,-0.16,23,10,35,NO,4.1,20,,,,,,
2025-07-14,,MIDSMALL,ETF - MidSmallCap,50.3,,46.5,50.43,,8.17,-0.26,37,13,39,NO,3.96,21,,,,,,
2025-07-14,,AONETOTAL,ETF - Top 750,11.8,,11.16,11.62,,5.73,1.55,15,19,13,NO,3.64,22,,,,,,
2025-07-14,,CONSUMER,ETF - New Age Consumption,11.64,,11.04,11.47,,5.43,1.48,20,21,17,NO,3.46,23,,,,,,
