Date,Scrip,Sector,Close,Return_252d_%,Return_50d_%,Return_20d_%,Rank_252d,Rank_50d,Rank_20d,Combined_Score_%,Overall_Rank,In_Portfolio,Sharpe_252d,RSI_14,Volatility_%,EMA200,Above_EMA200
2025-01-01,HDFCSML250,ETF - SmallCap,180.32,31.49,-1.67,-0.3,4,4,4,9.84,2,YES,1.69,30.9,17.0,171.63,YES
2025-01-01,GOLDBEES,ETF - GOLD,64.35,21.74,-1.27,0.45,6,3,2,6.97,3,,1.57,43.4,13.0,61.78,YES
2025-01-01,JUNIORBEES,ETF - Next 50,729.55,33.19,-8.0,-5.0,2,10,9,6.73,4,YES,1.82,12.5,16.5,743.03,NO
2025-01-01,CPSEETF,ETF - CPSE,85.64,32.59,-11.43,-7.5,3,12,12,4.56,5,YES,1.2,17.5,26.5,91.97,NO
2025-01-01,ICICIB22,ETF - Bharat 22 Index,108.01,22.6,-7.35,-5.56,5,9,10,3.23,6,YES,1.07,23.1,21.1,111.59,NO
2025-01-01,GILT5YBEES,ETF - Fixed Income,58.73,8.46,1.12,-0.14,11,2,3,3.15,7,,3.0,43.7,2.7,57.33,YES
2025-01-01,PSUBNKBEES,ETF - PSU Bank,72.83,16.58,-1.81,-6.04,8,6,11,2.91,8,,0.7,20.1,27.6,77.16,NO
2025-01-01,MNC,ETF - MNC,28.58,21.41,-9.24,-3.54,7,11,7,2.88,9,,1.24,18.0,16.9,29.44,NO
2025-01-01,NIFTYBEES,ETF - Top 50,265.59,13.21,-4.3,-2.71,10,7,5,2.07,10,,1.13,27.2,11.6,267.04,NO
2025-01-01,SILVERBEES,ETF - SILVER,83.85,14.64,-6.64,-4.31,9,8,8,1.23,11,,0.7,30.0,23.6,84.14,NO
2025-01-01,BANKBEES,ETF - Bank,524.92,7.52,-1.76,-2.82,12,5,6,0.98,12,,0.58,27.7,14.2,520.56,YES
2025-02-01,GOLDBEES,ETF - GOLD,68.95,30.79,5.54,6.72,1,1,1,14.35,1,YES,2.12,85.7,13.1,63.54,YES
2025-02-01,SILVERBEES,ETF - SILVER,90.11,28.51,1.89,4.86,2,2,2,11.75,2,,1.17,65.7,23.8,86.14,YES
2025-02-01,TNIDETF,ETF - Digital,93.26,20.2,-2.55,-6.31,3,6,11,3.78,3,YES,1.27,49.6,15.4,92.42,YES
2025-02-01,MNC,ETF - MNC,27.91,15.09,-2.1,-2.28,6,5,9,3.57,4,,0.9,56.6,17.2,29.27,NO
2025-02-01,GILT5YBEES,ETF - Fixed Income,59.2,8.48,1.47,0.59,11,3,3,3.52,5,,2.87,68.8,2.9,57.71,YES
2025-02-01,CPSEETF,ETF - CPSE,83.82,17.38,-6.62,-1.67,4,11,6,3.03,6,YES,0.72,53.4,27.5,90.71,NO
2025-02-01,NIFTYBEES,ETF - Top 50,262.13,11.0,-1.77,-0.89,8,4,5,2.78,7,,0.96,56.9,11.6,265.58,NO
2025-02-01,BANKBEES,ETF - Bank,508.43,11.13,-3.14,-0.61,7,7,4,2.46,8,,0.82,57.8,14.1,517.55,NO
2025-02-01,JUNIORBEES,ETF - Next 50,678.73,17.21,-6.55,-5.36,5,10,10,1.76,9,YES,0.98,51.8,17.9,733.62,NO
2025-02-01,ICICIB22,ETF - Bharat 22 Index,103.74,10.2,-6.94,-2.21,9,12,8,0.35,10,YES,0.56,53.1,21.6,110.11,NO
2025-02-01,PSUBNKBEES,ETF - PSU Bank,69.08,4.75,-4.87,-2.13,12,8,7,-0.75,11,,0.31,52.4,28.6,75.29,NO
2025-02-01,HDFCSML250,ETF - SmallCap,160.49,10.17,-5.71,-8.6,10,9,12,-1.38,12,,0.61,42.5,18.9,171.35,NO
2025-03-03,GOLDBEES,ETF - GOLD,71.36,36.08,12.7,3.5,1,1,1,17.42,1,YES,2.36,41.3,13.4,65.07,YES
2025-03-03,SILVERBEES,ETF - SILVER,91.41,32.92,10.2,1.44,2,2,2,14.85,2,,1.31,44.4,23.9,87.68,YES
2025-03-03,GILT5YBEES,ETF - Fixed Income,59.63,8.73,1.65,0.73,3,3,3,3.7,3,,2.62,52.9,3.2,58.1,YES
2025-03-03,BANKBEES,ETF - Bank,493.68,3.38,-5.27,-2.9,5,4,4,-1.59,4,,0.31,24.7,13.9,516.09,NO
2025-03-03,NIFTYBEES,ETF - Top 50,248.05,0.96,-6.1,-5.37,6,5,5,-3.5,5,,0.14,1.5,11.6,264.4,NO
2025-03-03,MNC,ETF - MNC,25.51,0.2,-10.74,-8.6,7,7,8,-6.38,6,,0.1,23.4,17.5,29.08,NO
2025-03-03,TNIDETF,ETF - Digital,83.18,4.09,-16.32,-10.81,4,11,11,-7.68,7,YES,0.33,4.8,16.2,92.02,NO
2025-03-03,CPSEETF,ETF - CPSE,76.83,-5.52,-10.46,-8.34,9,6,7,-8.11,8,YES,-0.08,36.0,26.7,89.08,NO
2025-03-03,ICICIB22,ETF - Bharat 22 Index,95.33,-5.95,-11.67,-8.11,10,8,6,-8.57,9,YES,-0.18,29.8,21.3,108.34,NO
2025-03-03,JUNIORBEES,ETF - Next 50,616.28,-2.11,-16.06,-9.2,8,10,9,-9.12,10,YES,-0.02,23.9,18.5,723.6,NO
2025-03-03,PSUBNKBEES,ETF - PSU Bank,62.71,-20.17,-14.28,-9.22,12,9,10,-14.56,11,,-0.67,25.3,27.7,73.84,NO
2025-03-03,HDFCSML250,ETF - SmallCap,138.44,-9.14,-22.33,-13.74,11,12,12,-15.07,12,,-0.39,17.4,19.7,167.88,NO
2025-04-01,GOLDBEES,ETF - GOLD,76.72,37.02,15.09,7.9,1,1,6,20.01,1,YES,2.38,79.5,13.6,66.32,YES
2025-04-01,SILVERBEES,ETF - SILVER,96.72,33.46,10.35,6.92,2,2,7,16.91,2,YES,1.33,63.3,23.8,89.17,YES
2025-04-01,CPSEETF,ETF - CPSE,86.39,9.66,0.63,12.84,4,5,1,7.71,3,YES,0.49,76.2,26.0,88.82,NO
2025-04-01,BANKBEES,ETF - Bank,521.86,9.4,4.93,5.06,5,3,8,6.47,4,,0.7,73.5,14.2,517.32,YES
2025-04-01,GILT5YBEES,ETF - Fixed Income,60.61,10.0,2.31,0.6,3,4,12,4.3,5,,2.92,87.7,3.3,58.48,YES
2025-04-01,ICICIB22,ETF - Bharat 22 Index,103.72,4.29,-1.53,9.57,10,8,3,4.11,6,YES,0.31,72.6,20.8,107.7,NO
2025-04-01,JUNIORBEES,ETF - Next 50,667.85,6.27,-4.02,9.11,7,9,4,3.79,7,YES,0.42,71.2,18.6,717.42,NO
2025-04-01,NIFTYBEES,ETF - Top 50,259.6,6.07,-0.07,4.49,8,6,9,3.5,8,,0.56,67.7,11.7,264.57,NO
2025-04-01,HDFCSML250,ETF - SmallCap,151.05,5.99,-10.19,8.24,9,11,5,1.35,9,,0.39,65.9,20.0,166.18,NO
2025-04-01,MNC,ETF - MNC,26.44,2.84,-5.13,3.28,11,10,10,0.33,10,,0.25,58.1,16.8,28.82,NO
2025-04-01,PSUBNKBEES,ETF - PSU Bank,69.39,-8.89,-1.1,10.2,12,7,2,0.07,11,,-0.2,69.3,27.7,73.05,NO
2025-04-01,TNIDETF,ETF - Digital,83.91,6.7,-11.48,0.93,6,12,11,-1.28,12,,0.47,54.6,16.9,91.03,NO
2025-05-02,GOLDBEES,ETF - GOLD,78.38,29.06,9.67,5.69,1,3,2,14.81,1,YES,1.84,64.3,14.5,68.53,YES
2025-05-02,BANKBEES,ETF - Bank,563.69,15.0,10.89,6.56,3,2,1,10.82,2,,1.0,78.2,15.0,525.46,YES
2025-05-02,NIFTYBEES,ETF - Top 50,271.77,9.61,5.23,3.25,6,7,4,6.03,3,,0.79,82.6,12.7,265.81,YES
2025-05-02,GILT5YBEES,ETF - Fixed Income,61.73,11.77,3.84,2.39,4,8,6,6.0,4,,3.23,71.1,3.5,59.02,YES
2025-05-02,CPSEETF,ETF - CPSE,87.84,3.4,12.07,0.88,7,1,11,5.45,5,YES,0.26,63.6,26.7,89.62,NO
2025-05-02,ICICIB22,ETF - Bharat 22 Index,105.8,1.36,8.4,1.37,10,4,8,3.71,6,YES,0.17,66.9,21.4,107.95,NO
2025-05-02,JUNIORBEES,ETF - Next 50,687.1,1.96,5.59,2.23,8,6,7,3.26,7,YES,0.2,70.9,19.3,715.41,NO
2025-05-02,SILVERBEES,ETF - SILVER,91.52,15.69,0.25,-6.23,2,11,12,3.24,8,YES,0.72,61.4,24.5,90.14,YES
2025-05-02,TNIDETF,ETF - Digital,86.36,10.1,-5.36,1.23,5,12,10,1.99,9,,0.62,72.0,18.3,90.53,NO
2025-05-02,MNC,ETF - MNC,27.36,1.45,0.48,2.63,9,10,5,1.52,10,,0.17,72.2,17.1,28.6,NO
2025-05-02,PSUBNKBEES,ETF - PSU Bank,72.57,-8.28,7.67,4.51,12,5,3,1.3,11,,-0.16,60.7,28.3,72.63,NO
2025-05-02,HDFCSML250,ETF - SmallCap,153.98,-1.67,1.7,1.26,11,9,9,0.43,12,,0.02,66.5,20.9,164.87,NO
2025-06-02,GOLDBEES,ETF - GOLD,80.52,32.0,9.51,1.18,1,10,11,14.23,1,YES,1.9,58.3,15.3,70.28,YES
2025-06-02,HDFCSML250,ETF - SmallCap,170.37,6.82,19.76,9.1,6,2,2,11.89,2,YES,0.42,87.8,21.3,164.15,YES
2025-06-02,BANKBEES,ETF - Bank,573.52,13.86,15.66,1.99,2,3,9,10.5,3,,0.93,68.1,15.2,530.86,YES
2025-06-02,PSUBNKBEES,ETF - PSU Bank,79.54,-4.15,24.28,9.17,12,1,1,9.77,4,,-0.0,89.8,28.5,72.36,YES
2025-06-02,TNIDETF,ETF - Digital,89.5,12.02,10.56,2.22,3,7,8,8.26,5,,0.68,52.4,19.4,90.6,NO
2025-06-02,NIFTYBEES,ETF - Top 50,277.6,8.98,10.08,1.17,5,9,12,6.74,6,,0.71,55.4,13.3,267.91,YES
2025-06-02,GILT5YBEES,ETF - Fixed Income,62.52,11.56,4.5,1.23,4,11,10,5.76,7,,3.19,89.7,3.5,59.72,YES
2025-06-02,CPSEETF,ETF - CPSE,91.8,-1.66,12.47,4.02,9,5,3,4.94,8,YES,0.07,66.3,26.2,90.03,YES
2025-06-02,JUNIORBEES,ETF - Next 50,717.54,-2.53,12.9,2.74,10,4,7,4.37,9,YES,-0.03,65.7,19.7,711.7,YES
2025-06-02,ICICIB22,ETF - Bharat 22 Index,109.74,-1.14,10.67,2.83,8,6,6,4.12,10,YES,0.05,63.9,21.3,107.93,YES
2025-06-02,MNC,ETF - MNC,28.67,-3.01,10.44,3.84,11,8,4,3.76,11,,-0.11,65.8,16.2,28.47,YES
2025-06-02,SILVERBEES,ETF - SILVER,94.62,6.35,-1.93,3.51,7,12,5,2.64,12,,0.38,53.9,23.3,89.56,YES
2025-07-01,SILVERBEES,ETF - SILVER,103.42,21.29,11.2,6.44,2,2,1,12.98,1,YES,0.95,51.9,23.2,92.2,YES
2025-07-01,GOLDBEES,ETF - GOLD,81.05,34.06,-0.02,0.1,1,12,11,11.38,2,YES,1.98,51.7,15.4,72.61,YES
2025-07-01,TNIDETF,ETF - Digital,94.3,11.96,10.28,5.68,3,3,2,9.31,3,YES,0.68,53.6,19.3,91.95,YES
2025-07-01,HDFCSML250,ETF - SmallCap,178.46,4.09,12.66,4.53,7,1,3,7.09,4,YES,0.3,56.2,20.7,167.03,YES
2025-07-01,NIFTYBEES,ETF - Top 50,286.84,8.24,6.36,4.01,6,6,4,6.2,5,,0.69,61.2,12.7,271.09,YES
2025-07-01,BANKBEES,ETF - Bank,591.16,9.39,4.4,3.72,5,8,5,5.84,6,,0.7,62.1,14.2,540.32,YES
2025-07-01,GILT5YBEES,ETF - Fixed Income,62.55,11.18,1.62,0.06,4,11,12,4.29,7,,3.13,56.8,3.4,60.27,YES
2025-07-01,PSUBNKBEES,ETF - PSU Bank,81.04,-1.18,9.25,2.17,10,4,9,3.41,8,,0.07,58.3,24.4,72.91,YES
2025-07-01,CPSEETF,ETF - CPSE,94.21,1.4,4.21,3.49,8,9,6,3.04,9,YES,0.17,52.2,21.6,89.81,YES
2025-07-01,MNC,ETF - MNC,29.37,-3.99,7.27,2.8,12,5,8,2.03,10,,-0.2,56.8,15.0,28.59,YES
2025-07-01,JUNIORBEES,ETF - Next 50,736.48,-2.98,5.49,3.15,11,7,7,1.89,11,,-0.07,51.3,18.8,716.38,YES
2025-07-01,ICICIB22,ETF - Bharat 22 Index,110.57,-0.14,2.9,1.53,9,10,10,1.43,12,,0.08,43.1,17.1,107.98,YES
2025-08-01,SILVERBEES,ETF - SILVER,105.71,32.14,12.43,1.74,2,1,1,15.44,1,YES,1.32,36.3,23.2,96.04,YES
2025-08-01,GOLDBEES,ETF - GOLD,81.95,40.45,3.07,1.31,1,2,2,14.94,2,YES,2.33,50.6,15.1,74.83,YES
2025-08-01,GILT5YBEES,ETF - Fixed Income,62.7,9.96,0.48,-0.11,3,7,3,3.44,3,YES,2.83,53.8,3.4,60.82,YES
2025-08-01,BANKBEES,ETF - Bank,573.73,8.6,1.02,-2.15,4,6,5,2.49,4,,0.65,36.5,14.1,550.12,YES
2025-08-01,NIFTYBEES,ETF - Top 50,277.35,0.09,-0.37,-3.06,5,9,6,-1.11,5,,0.07,32.3,12.6,273.6,YES
2025-08-01,TNIDETF,ETF - Digital,90.35,-2.21,0.47,-4.46,6,8,9,-2.07,6,YES,-0.02,36.1,19.2,92.17,NO
2025-08-01,MNC,ETF - MNC,29.2,-7.71,2.42,-1.15,8,3,4,-2.15,7,,-0.46,40.6,15.0,28.87,YES
2025-08-01,HDFCSML250,ETF - SmallCap,169.9,-5.95,2.24,-4.65,7,4,11,-2.78,8,YES,-0.19,24.6,20.6,169.33,YES
2025-08-01,PSUBNKBEES,ETF - PSU Bank,75.72,-8.65,1.22,-5.01,9,5,12,-4.15,9,,-0.25,35.4,24.2,74.21,YES
2025-08-01,JUNIORBEES,ETF - Next 50,711.2,-9.89,-0.92,-3.32,10,10,7,-4.71,10,,-0.47,30.2,18.5,720.89,NO
2025-08-01,ICICIB22,ETF - Bharat 22 Index,106.56,-11.3,-2.84,-3.46,11,11,8,-5.87,11,,-0.62,31.2,16.9,108.44,NO
2025-08-01,CPSEETF,ETF - CPSE,89.66,-13.96,-3.26,-4.53,12,12,10,-7.25,12,,-0.61,20.4,21.0,90.47,NO
2025-09-01,SILVERBEES,ETF - SILVER,118.59,41.2,13.89,10.94,2,1,1,22.01,1,YES,1.61,69.2,23.1,98.59,YES
2025-09-01,GOLDBEES,ETF - GOLD,86.61,43.04,4.61,5.36,1,3,2,17.67,2,YES,2.45,65.6,15.1,76.39,YES
2025-09-01,GILT5YBEES,ETF - Fixed Income,62.36,8.38,-0.1,-0.49,3,8,7,2.6,3,YES,2.39,33.3,3.4,61.13,YES
2025-09-01,MNC,ETF - MNC,30.21,-4.88,6.22,3.11,8,2,3,1.48,4,,-0.27,74.3,14.7,28.69,YES
2025-09-01,BANKBEES,ETF - Bank,557.94,6.09,-2.13,-3.31,4,11,12,0.22,5,,0.49,38.1,13.9,553.36,YES
2025-09-01,NIFTYBEES,ETF - Top 50,278.18,-0.19,0.1,-0.39,5,7,5,-0.16,6,,0.05,57.5,12.3,273.33,YES
2025-09-01,TNIDETF,ETF - Digital,93.32,-3.69,1.41,1.57,7,5,4,-0.24,7,YES,-0.1,66.7,18.9,91.81,YES
2025-09-01,PSUBNKBEES,ETF - PSU Bank,76.1,-2.42,1.2,-0.57,6,6,8,-0.6,8,,0.02,46.0,23.8,75.11,YES
2025-09-01,JUNIORBEES,ETF - Next 50,716.46,-10.32,1.55,-0.47,11,4,6,-3.08,9,,-0.51,58.8,18.2,713.1,YES
2025-09-01,HDFCSML250,ETF - SmallCap,168.78,-7.66,-0.25,-2.04,9,9,11,-3.32,10,YES,-0.29,56.3,20.3,168.21,YES
2025-09-01,ICICIB22,ETF - Bharat 22 Index,106.35,-10.29,-1.77,-1.1,10,10,9,-4.39,11,,-0.58,45.3,16.3,107.86,NO
2025-09-01,CPSEETF,ETF - CPSE,89.02,-13.79,-3.28,-1.72,12,12,10,-6.26,12,,-0.65,43.5,19.8,89.68,NO
2025-10-01,SILVERBEES,ETF - SILVER,139.87,57.17,27.89,17.58,1,1,1,34.21,1,YES,2.04,80.8,23.5,103.85,YES
2025-10-01,GOLDBEES,ETF - GOLD,97.63,53.1,18.87,11.09,2,2,2,27.69,2,YES,2.82,78.6,15.5,79.53,YES
2025-10-01,PSUBNKBEES,ETF - PSU Bank,83.75,10.37,5.29,8.6,3,3,3,8.09,3,YES,0.54,74.3,23.6,76.33,YES
2025-10-01,GILT5YBEES,ETF - Fixed Income,63.2,8.72,0.72,1.35,4,6,7,3.6,4,YES,2.76,84.0,3.0,61.5,YES
2025-10-01,BANKBEES,ETF - Bank,571.39,2.5,-2.51,2.29,5,11,6,0.76,5,YES,0.25,58.0,13.8,558.06,YES
2025-10-01,ICICIB22,ETF - Bharat 22 Index,111.02,-7.52,1.52,2.81,9,5,4,-1.07,6,,-0.41,72.9,16.1,108.26,YES
2025-10-01,NIFTYBEES,ETF - Top 50,280.51,-3.79,-0.62,0.56,6,9,9,-1.28,7,,-0.26,44.1,12.2,275.83,YES
2025-10-01,MNC,ETF - MNC,30.53,-6.98,2.73,0.07,7,4,10,-1.4,8,,-0.43,35.4,14.5,29.14,YES
2025-10-01,CPSEETF,ETF - CPSE,92.74,-8.46,-0.38,2.79,10,7,5,-2.01,9,,-0.35,66.5,19.5,90.05,YES
2025-10-01,JUNIORBEES,ETF - Next 50,731.26,-10.82,-0.44,1.02,12,8,8,-3.41,10,,-0.54,51.2,18.2,721.24,YES
2025-10-01,TNIDETF,ETF - Digital,90.99,-7.48,-1.89,-2.72,8,10,12,-4.03,11,,-0.31,36.8,19.2,93.2,NO
2025-10-01,HDFCSML250,ETF - SmallCap,169.89,-8.46,-5.65,-0.78,11,12,11,-4.96,12,,-0.33,42.7,20.4,170.04,NO
2025-12-01,FINIETF,ETF - Fin Services Ex-Bank,32.81,27.62,7.43,3.53,1,1,3,12.86,1,YES,1.37,60.9,19.1,29.76,YES
2025-12-01,AUTOBEES,ETF - Auto,287.86,20.25,2.54,4.39,3,16,2,9.06,2,YES,1.13,69.7,17.7,256.86,YES
2025-12-01,BFSI,ETF - Fin Services,28.76,16.82,4.85,2.46,4,5,8,8.04,3,YES,1.21,64.3,13.6,26.94,YES
2025-12-01,PVTBANIETF,ETF - Pvt Bank,29.0,13.73,6.54,2.62,6,2,6,7.63,4,YES,1.04,76.7,13.2,27.18,YES
2025-12-01,MODEFENCE,ETF - Defence,87.99,25.54,-3.93,-1.32,2,31,27,6.76,5,YES,0.93,35.3,28.9,83.67,YES
2025-12-01,METALIETF,ETF - Metal,10.4,16.72,4.42,-2.62,5,6,30,6.17,6,,0.81,39.4,21.9,9.59,YES
2025-12-01,OILIETF,ETF - Oil and Gas,12.2,10.91,6.46,0.66,9,3,19,6.01,7,,0.71,48.5,16.6,11.43,YES
2025-12-01,INFRAIETF,ETF - Infrastructure,98.85,11.27,4.14,0.63,8,7,20,5.35,8,,0.82,64.1,14.3,92.6,YES
2025-12-01,TOP10ADD,ETF - Top 10,101.48,6.13,5.38,2.26,17,4,9,4.59,9,,0.56,80.0,11.9,96.4,YES
2025-12-01,ESG,ETF - Nifty 100 ESG Sector Leaders,44.48,9.26,2.39,1.74,13,17,14,4.46,10,,0.76,65.4,12.7,42.2,YES
2025-12-01,LOWVOLIETF,ETF - Top 100,23.11,9.32,1.85,1.9,12,18,12,4.36,11,,0.89,69.4,10.6,21.99,YES
2025-12-01,COMMOIETF,ETF - Commodities,93.86,11.62,2.87,-1.75,7,13,28,4.25,12,,0.78,42.4,15.7,89.11,YES
2025-12-01,MID150BEES,ETF - MidCap,230.91,8.23,2.61,1.66,15,15,16,4.17,13,,0.57,55.8,16.4,217.87,YES
2025-12-01,PHARMABEES,ETF - Pharma,23.49,4.82,3.12,3.39,20,12,4,3.78,14,,0.38,70.4,15.4,22.55,YES
2025-12-01,MAKEINDIA,ETF - Manufacturing,155.46,9.86,0.9,0.47,10,23,22,3.74,15,,0.68,50.0,15.6,146.11,YES
2025-12-01,HDFCGROWTH,ETF - Nifty Growth Sectors 15,129.08,4.71,2.84,3.29,21,14,5,3.61,16,,0.41,67.6,13.4,121.59,YES
2025-12-01,HEALTHIETF,ETF - Healthcare,152.61,7.0,1.56,1.31,16,19,17,3.29,17,,0.52,59.7,15.1,147.66,YES
2025-12-01,LTGILTBEES,ETF - Fixed Income,29.15,8.32,1.0,0.48,14,22,21,3.27,18,,3.08,48.0,2.6,28.66,YES
2025-12-01,CONSUMBEES,ETF - Consumption,138.22,9.76,-0.09,0.12,11,25,25,3.26,19,,0.78,57.6,13.0,131.71,YES
2025-12-01,LIQUIDCASE,ETF - Liquid Assets,111.62,5.72,1.05,0.39,18,21,23,2.39,20,,20.18,100.0,0.3,109.65,YES
2025-12-01,MULTICAP,ETF - Multicap,16.65,5.51,1.15,0.3,19,20,24,2.32,21,,0.44,55.6,14.4,15.95,YES
2025-12-01,DIVOPPBEES,ETF - Dividend Opportunities 50,81.88,-1.9,4.03,1.74,24,8,13,1.29,22,,-0.09,64.6,12.9,78.24,YES
2025-12-01,GROWWEV,ETF - EV and New Age Automotive,31.5,3.01,-1.35,1.68,22,28,15,1.11,23,,0.26,59.3,17.5,29.86,YES
2025-12-01,MOM30IETF,ETF - Top 200,32.66,-5.17,3.81,2.22,27,10,11,0.29,24,,-0.21,63.1,17.6,31.16,YES
2025-12-01,MOMENTUM50,ETF - Top 500,54.35,-6.18,3.92,2.24,29,9,10,-0.01,25,,-0.23,60.2,19.4,51.95,YES
2025-12-01,ALPHA,ETF - Alpha,50.01,-5.48,0.06,2.58,28,24,7,-0.95,26,,-0.16,58.2,21.3,48.4,YES
2025-12-01,MIDSMALL,ETF - MidSmallCap,49.43,-3.34,-0.64,1.08,26,27,18,-0.97,27,,-0.08,55.2,19.1,48.18,YES
2025-12-01,ABSLPSE,ETF - PSE,10.05,-0.89,-0.3,-2.52,23,26,29,-1.24,28,,0.04,33.8,18.4,9.84,YES
2025-12-01,ITBEES,ETF - IT,41.18,-13.23,3.55,4.92,31,11,1,-1.59,29,,-0.59,65.7,20.5,40.49,YES
2025-12-01,FMCGIETF,ETF - FMCG,59.29,-2.5,-1.4,-1.0,25,29,26,-1.63,30,,-0.14,46.7,12.5,58.96,YES
2025-12-01,MOREALTY,ETF - Realty,89.56,-13.05,-2.6,-5.65,30,30,31,-7.1,31,,-0.39,30.5,26.6,91.71,NO
2026-01-01,METALIETF,ETF - Metal,11.31,29.26,10.56,9.91,1,1,1,16.58,1,YES,1.28,90.9,22.0,9.83,YES
2026-01-01,AUTOBEES,ETF - Auto,292.8,23.98,5.0,3.0,3,5,3,10.66,2,YES,1.31,66.2,17.5,259.31,YES
2026-01-01,FINIETF,ETF - Fin Services Ex-Bank,32.64,27.3,2.48,1.21,2,10,10,10.33,3,YES,1.36,54.9,19.1,30.15,YES
2026-01-01,COMMOIETF,ETF - Commodities,97.39,18.26,3.96,4.91,4,6,2,9.05,4,,1.16,78.0,15.6,90.09,YES
2026-01-01,OILIETF,ETF - Oil and Gas,12.4,15.35,5.17,2.82,8,4,4,7.78,5,,0.95,72.6,16.6,11.52,YES
2026-01-01,INFRAIETF,ETF - Infrastructure,99.5,14.2,2.58,1.66,9,8,8,6.14,6,,1.01,64.8,14.2,93.33,YES
2026-01-01,BFSI,ETF - Fin Services,28.59,17.22,0.6,0.03,5,19,20,5.95,7,YES,1.26,54.0,13.3,27.23,YES
2026-01-01,PVTBANIETF,ETF - Pvt Bank,29.03,15.98,1.43,0.17,7,14,18,5.86,8,YES,1.2,54.7,13.0,27.39,YES
2026-01-01,MAKEINDIA,ETF - Manufacturing,156.92,11.71,1.96,2.02,10,12,7,5.23,9,,0.79,68.3,15.6,146.89,YES
2026-01-01,ESG,ETF - Nifty 100 ESG Sector Leaders,44.55,10.99,1.53,0.91,11,13,12,4.47,10,,0.9,63.6,12.4,42.42,YES
2026-01-01,LOWVOLIETF,ETF - Top 100,23.18,10.49,1.18,0.7,12,16,16,4.12,11,,1.02,57.5,10.3,22.05,YES
2026-01-01,MODEFENCE,ETF - Defence,84.86,17.19,-5.03,-1.08,6,30,25,3.69,12,,0.69,60.4,29.0,83.38,YES
2026-01-01,HDFCGROWTH,ETF - Nifty Growth Sectors 15,130.38,6.48,3.61,0.91,16,7,13,3.67,13,,0.55,58.6,13.0,121.68,YES
2026-01-01,DIVOPPBEES,ETF - Dividend Opportunities 50,83.34,2.72,5.31,2.57,22,3,6,3.53,14,,0.28,70.1,12.6,78.43,YES
2026-01-01,TOP10ADD,ETF - Top 10,101.27,7.72,2.54,0.05,14,9,19,3.44,15,,0.7,51.5,11.6,96.99,YES
2026-01-01,MID150BEES,ETF - MidCap,230.69,6.46,2.15,0.98,17,11,11,3.2,16,,0.46,63.6,16.4,217.82,YES
2026-01-01,ABSLPSE,ETF - PSE,10.19,5.49,0.2,2.62,19,22,5,2.77,17,,0.38,73.0,18.3,9.82,YES
2026-01-01,GROWWEV,ETF - EV and New Age Automotive,31.56,5.31,1.19,1.48,20,15,9,2.66,18,,0.38,61.9,17.5,29.74,YES
2026-01-01,LTGILTBEES,ETF - Fixed Income,29.18,7.28,0.52,0.0,15,20,21,2.6,19,,2.59,59.1,2.7,28.77,YES
2026-01-01,LIQUIDCASE,ETF - Liquid Assets,112.09,5.58,0.97,0.39,18,17,17,2.31,20,,20.46,100.0,0.3,110.15,YES
2026-01-01,MULTICAP,ETF - Multicap,16.62,5.06,0.3,0.79,21,21,15,2.05,21,,0.42,66.0,14.4,15.92,YES
2026-01-01,CONSUMBEES,ETF - Consumption,135.89,8.1,-3.05,-0.93,13,28,23,1.37,22,,0.67,56.4,12.9,131.42,YES
2026-01-01,ITBEES,ETF - IT,41.97,-10.49,8.79,0.82,29,2,14,-0.3,23,,-0.44,51.8,20.3,39.93,YES
2026-01-01,PHARMABEES,ETF - Pharma,23.2,-0.85,0.96,-1.07,24,18,24,-0.32,24,,0.02,45.1,15.2,22.51,YES
2026-01-01,HEALTHIETF,ETF - Healthcare,149.7,0.07,-2.3,-1.55,23,25,27,-1.26,25,,0.08,46.1,15.0,146.95,YES
2026-01-01,MOM30IETF,ETF - Top 200,31.81,-6.66,-2.06,-1.18,26,23,26,-3.3,26,,-0.31,50.9,17.4,30.9,YES
2026-01-01,FMCGIETF,ETF - FMCG,57.51,-3.13,-4.63,-2.21,25,29,30,-3.32,27,,-0.19,40.6,12.5,58.55,NO
2026-01-01,MIDSMALL,ETF - MidSmallCap,47.72,-8.05,-2.27,-1.97,27,24,29,-4.1,28,,-0.34,48.9,19.1,47.53,YES
2026-01-01,MOMENTUM50,ETF - Top 500,52.4,-9.87,-2.55,-1.71,28,27,28,-4.71,29,,-0.45,48.9,19.2,51.36,YES
2026-01-01,ALPHA,ETF - Alpha,48.2,-11.25,-2.33,-2.27,30,26,31,-5.28,30,,-0.45,54.2,21.3,47.77,YES
2026-01-01,MOREALTY,ETF - Realty,88.44,-17.35,-5.61,-0.09,31,31,22,-7.69,31,,-0.59,56.2,26.3,89.79,NO
